Luas lantai (m2),jenis dinding,jenis lantai,kepemilikan ftbab,sumber ir minum,sumber penerangan,bahan bakar,Banyak ART,outcome
88,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,8,Miskin
286,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,2,Tidak miskin
35,3. Kayu/papan,7. Bambu,6. Lainnya,7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,3,Tidak miskin
165,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,9,Miskin
131,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,5,Tidak miskin
78,3. Kayu/papan,7. Bambu,6. Lainnya,6. Sumur tak terlindung,3. Listrik non PLN,10. Kayu bakar,2,Tidak miskin
120,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,5,Miskin
166,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,4,Tidak miskin
80,7. Lainnya,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,7. Minyak tanah,2,Tidak miskin
113,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,1,Tidak miskin
45,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,5,Miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,5,Miskin
45,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,4,Tidak miskin
64,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,10. Kayu bakar,5,Tidak miskin
40,1. Tembok,6. Semen/bata merah,6. Lainnya,7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,3,Tidak miskin
60,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,5,Miskin
58,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,3,Miskin
54,1. Tembok,8. Tanah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,3,Tidak miskin
48,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,4. Bukan listrik,4. Elpiji 3 kg,6,Miskin
104,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,3. Listrik non PLN,4. Elpiji 3 kg,2,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Tidak miskin
80,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,9,Miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Tidak miskin
120,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Miskin
54,1. Tembok,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
50,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
54,1. Tembok,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
54,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Miskin
54,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
48,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Miskin
45,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Miskin
96,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Tidak miskin
40,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
54,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
28,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Miskin
59,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
20,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
40,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,6,Tidak miskin
44,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
100,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
62,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
45,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
63,1. Tembok,1. Marmer/granit,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Miskin
79,1. Tembok,2. Keramik,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
42,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,5,Tidak miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
165,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
54,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,4,Tidak miskin
63,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
49,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
189,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
54,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
24,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
78,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
42,4. Ayaman bambu,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
56,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
126,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
84,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
42,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Miskin
42,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
96,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,6,Tidak miskin
84,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
42,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Tidak miskin
162,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
78,1. Tembok,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
60,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,11,Miskin
37,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
116,1. Tembok,1. Marmer/granit,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
41,1. Tembok,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
74,1. Tembok,1. Marmer/granit,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
63,1. Tembok,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,3,Tidak miskin
58,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
80,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Miskin
128,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
45,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
98,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
24,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
54,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
42,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Miskin
35,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
91,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,7,Tidak miskin
80,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,2.Listrik PLN tanpa meteran,4. Elpiji 3 kg,4,Tidak miskin
42,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
90,7. Lainnya,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,9,Tidak miskin
32,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",6. Sumur tak terlindung,2.Listrik PLN tanpa meteran,4. Elpiji 3 kg,9,Miskin
105,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
48,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",9. Air permukaan(sungai/danau/waduk/kolam/irigasi),2.Listrik PLN tanpa meteran,10. Kayu bakar,5,Tidak miskin
60,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Tidak miskin
70,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,5,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
60,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
15,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Tidak miskin
28,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
24,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
196,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Tidak miskin
70,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
99,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,3,Tidak miskin
56,3. Kayu/papan,5. Kayu/papan,6. Lainnya,6. Sumur tak terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
28,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
36,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Tidak miskin
60,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
60,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,8. Mata air tak terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,6,Tidak miskin
36,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,5,Miskin
16,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
54,1. Tembok,2. Keramik,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,5,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,3,Tidak miskin
72,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",6. Sumur tak terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
30,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,8,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,8,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
42,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
84,1. Tembok,2. Keramik,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
48,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
55,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
24,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
50,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
48,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
48,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
35,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,1,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,2,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,4. Bukan listrik,10. Kayu bakar,2,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Miskin
63,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
54,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
153,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,9,Tidak miskin
63,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
86,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,6,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
32,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,3,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,4. Sumur bor/pompa,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
105,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,13,Miskin
41,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,1. Listrik,2,Tidak miskin
78,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
